date,contest_number,n1,n2,n3,n4,n5,n6,jolly,super_star
2020-01-02,1,5,45,63,64,78,85,4,89
2020-01-04,2,23,30,37,44,57,80,26,56
2020-01-07,3,2,23,60,66,72,78,19,53
2020-01-09,4,5,14,54,55,66,78,52,45
2020-01-11,5,34,36,38,63,72,81,18,63
2020-01-14,6,1,6,9,32,68,85,79,62
2020-01-16,7,22,29,50,53,72,83,77,85
2020-01-18,8,26,28,32,50,79,87,1,72
2020-01-21,9,6,32,46,53,70,75,62,9
2020-01-23,10,15,20,23,69,72,81,87,79
2020-01-25,11,11,16,17,35,68,90,76,47
2020-01-28,12,16,21,33,50,57,89,52,26
2020-01-30,13,8,46,53,62,77,84,51,38
2020-02-01,14,22,25,45,46,48,88,24,56
2020-02-04,15,21,29,34,64,72,79,14,82
2020-02-06,16,3,20,29,49,65,82,31,70
2020-02-08,17,15,32,54,56,61,85,10,63
2020-02-11,18,16,24,45,68,72,81,20,2
2020-02-13,19,4,15,43,69,74,84,49,36
2020-02-15,20,13,26,40,55,65,86,9,48
2020-02-18,21,26,45,58,69,72,82,9,49
2020-02-20,22,20,36,55,69,80,85,58,3
2020-02-22,23,1,28,57,58,60,68,50,31
2020-02-25,24,10,15,23,54,73,74,63,26
2020-02-27,25,17,51,60,71,75,79,58,85
2020-02-29,26,9,35,44,50,73,78,85,6
2020-03-03,27,5,11,19,26,36,64,1,78
2020-03-05,28,13,40,48,67,69,85,65,43
2020-03-07,29,11,13,31,41,85,87,12,37
2020-03-10,30,8,35,41,43,57,80,42,17
2020-03-12,31,19,22,41,46,56,86,13,56
2020-03-14,32,1,13,18,47,68,75,46,84
2020-03-17,33,17,29,30,49,63,65,15,27
2020-03-19,34,7,11,17,28,29,50,41,59
2020-03-21,35,5,13,38,39,52,59,74,90
2020-05-05,36,39,43,58,73,83,86,35,6
2020-05-07,37,22,35,45,52,57,75,15,12
2020-05-09,38,34,45,59,66,70,78,21,5
2020-05-12,39,21,38,55,60,65,85,66,71
2020-05-14,40,12,17,20,54,61,80,39,17
2020-05-16,41,2,7,71,78,84,87,80,56
2020-05-19,42,26,41,51,62,66,85,40,31
2020-05-21,43,3,21,44,69,73,81,20,12
2020-05-23,44,5,15,61,75,82,86,36,40
2020-05-26,45,10,23,27,46,68,74,66,31
2020-05-28,46,16,29,31,73,76,82,26,2
2020-05-30,47,3,27,46,52,70,74,48,4
2020-06-01,48,9,28,49,65,76,81,8,47
2020-06-04,49,5,16,23,30,40,71,10,56
2020-06-06,50,4,21,37,45,50,79,76,5
2020-06-09,51,8,14,30,58,71,87,70,79
2020-06-11,52,1,7,23,47,68,69,79,33
2020-06-13,53,20,42,53,57,62,73,8,89
2020-06-16,54,1,11,39,59,68,74,37,16
2020-06-18,55,4,6,15,35,67,73,36,35
2020-06-20,56,16,29,39,55,63,86,84,51
2020-06-23,57,40,44,52,59,66,69,24,14
2020-06-25,58,14,35,41,51,84,85,78,49
2020-06-27,59,13,33,35,60,78,81,11,52
2020-06-30,60,6,7,57,61,79,89,63,3
2020-07-02,61,12,33,42,56,78,79,88,79
2020-07-04,62,33,38,46,59,65,73,28,47
2020-07-07,63,16,24,29,53,73,88,62,50
2020-07-09,64,1,10,26,40,64,88,79,16
2020-07-11,65,6,10,19,20,40,67,75,87
2020-07-14,66,17,35,70,71,74,82,22,79
2020-07-16,67,35,39,40,64,67,75,74,5
2020-07-18,68,18,33,49,76,80,84,12,83
2020-07-21,69,4,34,46,54,55,62,10,82
2020-07-23,70,10,29,37,49,56,57,24,68
2020-07-25,71,18,30,42,70,78,80,1,84
2020-07-28,72,23,45,49,71,80,82,61,76
2020-07-30,73,4,15,19,26,28,55,58,2
2020-08-01,74,4,14,17,18,26,45,6,56
2020-08-04,75,5,19,21,25,45,82,59,43
2020-08-06,76,21,37,40,46,69,80,3,65
2020-08-08,77,6,16,22,55,58,83,51,32
2020-08-11,78,7,9,38,68,78,80,26,45
2020-08-13,79,4,5,49,57,66,75,36,77
2020-08-17,80,5,9,26,62,77,79,87,72
2020-08-18,81,13,22,28,58,65,77,6,24
2020-08-20,82,7,17,30,39,41,67,32,70
2020-08-22,83,7,12,45,47,73,87,83,72
2020-08-25,84,15,24,31,70,83,84,76,89
2020-08-27,85,37,49,52,53,75,87,29,30
2020-08-29,86,1,3,35,42,55,61,25,17
2020-09-01,87,10,22,28,45,48,71,53,84
2020-09-03,88,16,17,38,39,68,84,29,7
2020-09-05,89,7,14,27,56,72,83,16,3
2020-09-08,90,23,27,28,31,69,89,24,85
2020-09-10,91,46,48,67,78,80,87,23,56
2020-09-12,92,6,15,36,42,67,78,2,11
2020-09-15,93,2,9,44,47,52,54,16,18
2020-09-17,94,9,29,35,47,53,85,71,48
2020-09-19,95,6,12,14,27,39,73,87,66
2020-09-22,96,4,15,37,48,55,69,31,56
2020-09-24,97,10,13,28,77,86,89,14,1
2020-09-26,98,4,16,38,70,86,88,61,46
2020-09-29,99,25,33,53,76,81,90,75,72
2020-10-01,100,7,31,38,52,61,75,51,19
2020-10-03,101,5,17,59,61,70,79,52,11
2020-10-06,102,8,55,67,73,74,89,83,18
2020-10-08,103,8,35,51,60,63,75,79,58
2020-10-10,104,12,15,19,24,46,73,67,46
2020-10-13,105,47,56,58,60,79,85,20,65
2020-10-15,106,29,38,47,61,68,86,36,59
2020-10-17,107,24,28,34,55,62,87,36,38
2020-10-20,108,24,29,36,43,50,51,69,21
2020-10-22,109,1,16,21,36,37,43,27,44
2020-10-24,110,17,19,28,41,49,86,25,88
2020-10-27,111,19,26,49,53,55,77,51,57
2020-10-29,112,9,32,41,43,44,84,28,46
2020-10-31,113,22,31,35,40,65,82,36,51
2020-11-03,114,18,39,45,48,53,64,55,11
2020-11-05,115,5,10,18,24,69,85,65,50
2020-11-07,116,1,2,61,69,70,82,56,5
2020-11-10,117,13,34,38,41,76,88,18,17
2020-11-12,118,13,35,37,58,60,88,57,19
2020-11-14,119,3,30,47,67,68,89,38,46
2020-11-17,120,7,18,20,32,45,55,75,41
2020-11-19,121,6,13,47,49,69,86,83,2
2020-11-21,122,6,24,37,55,76,82,20,11
2020-11-24,123,9,15,16,23,57,76,19,56
2020-11-26,124,2,9,39,52,67,76,78,37
2020-11-28,125,12,29,61,81,87,90,20,77
2020-12-01,126,21,30,32,62,78,80,36,21
2020-12-03,127,22,33,43,48,87,89,17,75
2020-12-05,128,26,32,39,40,57,65,4,15
2020-12-07,129,1,6,20,25,70,90,89,45
2020-12-10,130,1,6,25,42,75,80,41,63
2020-12-12,131,11,14,18,59,64,85,1,84
2020-12-15,132,10,16,47,51,80,85,4,23
2020-12-17,133,5,9,12,14,26,37,55,29
2020-12-19,134,36,39,45,50,62,66,47,69
2020-12-22,135,15,16,22,46,51,72,8,29
2020-12-24,136,22,25,31,79,87,90,38,73
2020-12-28,137,8,25,39,54,59,84,85,14
2020-12-29,138,15,22,38,51,60,74,86,50
2020-12-31,139,7,14,20,66,68,79,76,60
2021-01-02,1,35,37,50,75,77,81,5,30
2021-01-05,2,12,19,30,60,71,78,79,6
2021-01-07,3,15,33,48,49,56,88,16,55
2021-01-09,4,14,16,35,47,58,64,40,20
2021-01-12,5,5,19,21,33,61,90,43,52
2021-01-14,6,24,50,53,54,62,88,61,72
2021-01-16,7,9,26,57,66,81,83,63,65
2021-01-19,8,2,27,28,38,43,65,60,72
2021-01-21,9,15,17,38,40,45,65,84,45
2021-01-23,10,3,19,27,35,63,89,29,57
2021-01-26,11,34,39,45,51,60,89,18,52
2021-01-28,12,18,29,40,44,46,53,67,39
2021-01-30,13,27,35,42,48,56,65,44,81
2021-02-02,14,28,41,54,67,78,86,29,6
2021-02-04,15,5,19,27,35,40,82,66,53
2021-02-06,16,36,49,50,61,66,76,82,87
2021-02-09,17,7,8,19,33,40,48,54,40
2021-02-11,18,5,34,47,60,69,70,64,21
2021-02-13,19,36,39,46,58,63,77,57,65
2021-02-16,20,9,19,30,52,61,76,54,30
2021-02-18,21,28,52,56,62,66,72,58,13
2021-02-20,22,3,18,25,31,65,75,29,65
2021-02-23,23,7,37,42,57,59,87,15,17
2021-02-25,24,13,26,42,71,72,73,62,30
2021-02-27,25,10,37,42,69,72,86,85,2
2021-03-02,26,3,32,39,56,77,89,90,82
2021-03-04,27,2,4,13,45,51,77,5,64
2021-03-06,28,4,36,43,61,72,89,22,29
2021-03-09,29,8,15,20,52,54,72,81,79
2021-03-11,30,9,31,51,68,84,90,33,41
2021-03-13,31,28,29,43,59,70,79,52,79
2021-03-16,32,28,43,48,65,84,89,9,2
2021-03-18,33,11,38,51,58,62,63,47,56
2021-03-20,34,6,10,57,71,74,83,39,40
2021-03-23,35,2,11,13,45,66,72,25,84
2021-03-25,36,15,28,30,52,75,86,37,32
2021-03-27,37,16,19,41,72,78,82,70,46
2021-03-30,38,10,25,41,58,78,87,73,33
2021-04-01,39,22,37,57,62,83,90,3,87
2021-04-03,40,1,39,53,60,75,76,36,8
2021-04-06,41,7,27,73,77,78,89,26,41
2021-04-08,42,19,29,35,49,66,81,61,87
2021-04-10,43,9,27,67,80,87,89,65,18
2021-04-13,44,1,36,48,63,68,87,23,36
2021-04-15,45,12,33,44,71,72,80,69,12
2021-04-17,46,7,20,63,68,74,88,13,11
2021-04-20,47,1,32,48,58,68,75,59,10
2021-04-22,48,8,11,46,47,72,81,68,80
2021-04-24,49,10,20,21,29,34,44,58,33
2021-04-27,50,41,49,56,58,60,68,59,79
2021-04-29,51,14,62,64,66,76,87,79,48
2021-05-03,52,15,18,40,43,57,72,39,12
2021-05-04,53,6,43,48,60,75,85,1,2
2021-05-06,54,5,28,38,55,79,89,31,26
2021-05-08,55,37,38,44,45,60,65,66,10
2021-05-11,56,23,30,50,59,60,83,16,86
2021-05-13,57,4,13,20,51,69,82,9,27
2021-05-15,58,15,36,49,59,60,62,77,20
2021-05-18,59,10,11,15,19,47,78,68,90
2021-05-20,60,27,31,36,39,46,67,19,88
2021-05-22,61,1,7,37,43,63,81,34,26
2021-05-25,62,5,39,45,49,59,71,4,9
2021-05-27,63,24,38,81,86,88,89,54,71
2021-05-29,64,23,31,62,71,74,77,8,80
2021-06-01,65,9,21,27,41,45,53,66,27
2021-06-03,66,17,27,40,72,86,87,48,2
2021-06-05,67,53,73,75,83,84,85,27,76
2021-06-08,68,2,9,11,72,76,86,67,79
2021-06-10,69,27,37,42,44,76,83,50,25
2021-06-12,70,2,9,27,54,69,78,16,62
2021-06-15,71,10,14,25,43,54,65,11,79
2021-06-17,72,20,33,39,42,43,78,40,49
2021-06-19,73,1,3,41,55,84,85,47,87
2021-06-22,74,30,51,56,59,65,68,83,40
2021-06-24,75,40,43,56,59,63,88,25,2
2021-06-26,76,28,39,44,57,61,88,43,26
2021-06-29,77,10,30,52,53,66,87,77,20
2021-07-01,78,8,11,44,86,88,89,31,8
2021-07-03,79,42,45,52,65,70,85,67,61
2021-07-06,80,11,15,20,40,69,73,65,48
2021-07-08,81,21,24,25,61,73,74,58,24
2021-07-10,82,8,13,16,27,32,62,4,31
2021-07-13,83,58,68,70,74,76,89,3,74
2021-07-15,84,2,25,37,54,57,87,80,77
2021-07-17,85,6,37,64,71,85,87,16,23
2021-07-20,86,28,34,49,65,79,90,1,80
2021-07-22,87,1,6,10,61,63,64,15,37
2021-07-24,88,21,25,40,50,71,87,22,18
2021-07-27,89,1,6,24,36,82,83,58,78
2021-07-29,90,3,14,21,31,84,89,45,68
2021-07-31,91,14,22,36,47,59,61,35,56
2021-08-03,92,14,55,65,68,78,88,36,82
2021-08-05,93,28,37,41,44,52,84,86,12
2021-08-07,94,1,7,34,37,45,49,57,57
2021-08-10,95,14,16,47,49,53,56,22,59
2021-08-12,96,17,55,59,61,62,90,21,72
2021-08-14,97,53,64,72,74,87,89,39,4
2021-08-17,98,2,3,10,38,64,70,69,39
2021-08-19,99,3,4,31,80,81,87,53,53
2021-08-21,100,8,19,35,59,86,90,33,53
2021-08-24,101,12,27,43,48,63,66,18,22
2021-08-26,102,17,21,32,40,55,76,89,4
2021-08-28,103,44,54,56,63,76,77,61,75
2021-08-31,104,3,5,10,44,76,77,19,71
2021-09-02,105,5,15,39,72,76,80,12,6
2021-09-04,106,7,60,68,71,79,80,53,68
2021-09-07,107,7,20,21,31,67,89,63,89
2021-09-09,108,6,58,64,73,76,86,59,45
2021-09-11,109,1,30,36,49,75,85,33,73
2021-09-14,110,3,14,42,52,69,81,63,3
2021-09-16,111,12,16,40,46,47,83,57,16
2021-09-18,112,22,56,60,73,76,80,81,4
2021-09-21,113,5,6,29,59,68,74,54,53
2021-09-23,114,8,21,38,42,49,51,2,58
2021-09-25,115,11,19,61,62,75,76,43,24
2021-09-28,116,14,18,19,33,34,80,48,19
2021-09-30,117,7,32,33,36,45,47,43,19
2021-10-02,118,9,19,40,62,67,71,52,58
2021-10-05,119,21,40,62,66,73,85,58,67
2021-10-07,120,15,18,22,26,66,77,67,78
2021-10-09,121,7,9,70,72,77,86,53,20
2021-10-12,122,46,53,55,60,64,90,77,72
2021-10-14,123,8,14,25,59,60,88,27,31
2021-10-16,124,32,41,50,57,67,89,13,90
2021-10-19,125,21,28,38,42,66,88,60,6
2021-10-21,126,9,10,26,27,77,86,16,23
2021-10-23,127,1,11,12,15,20,83,46,80
2021-10-26,128,20,24,25,49,57,68,16,53
2021-10-28,129,2,25,34,67,73,77,36,11
2021-10-30,130,20,31,41,43,48,79,26,46
2021-11-02,131,22,27,51,55,77,86,33,42
2021-11-04,132,22,25,38,41,61,68,24,3
2021-11-06,133,6,21,56,63,81,85,51,61
2021-11-09,134,3,6,14,17,54,60,83,78
2021-11-11,135,4,23,52,65,79,88,37,53
2021-11-13,136,13,40,60,66,73,75,23,49
2021-11-16,137,7,17,19,38,66,71,90,35
2021-11-18,138,22,24,38,42,44,87,67,13
2021-11-20,139,7,48,58,60,86,87,55,22
2021-11-23,140,6,17,23,24,43,72,81,30
2021-11-25,141,84,82,45,61,88,6,16,36
2021-11-27,142,47,78,24,48,38,30,8,57
2021-11-30,143,11,34,44,64,75,82,48,5
2021-12-02,144,15,24,48,60,70,89,34,17
2021-12-04,145,37,43,68,72,76,85,27,11
2021-12-07,146,9,12,23,38,59,88,76,18
2021-12-09,147,10,48,70,75,79,83,82,77
2021-12-11,148,7,17,45,64,76,81,42,72
2021-12-14,149,35,59,64,65,68,73,50,49
2021-12-16,150,12,35,37,41,75,76,16,13
2021-12-18,151,6,31,44,57,73,77,61,80
2021-12-21,152,30,49,61,62,79,87,63,48
2021-12-23,153,11,15,17,37,54,89,8,38
2021-12-27,154,6,10,11,41,61,80,76,47
2021-12-28,155,13,19,47,70,77,83,31,59
2021-12-30,156,10,20,40,55,68,86,26,76
2022-01-03,1,9,47,50,67,73,74,85,49
2022-01-04,2,5,18,59,78,81,89,10,9
2022-01-08,3,35,42,49,63,68,78,1,33
2022-01-10,4,3,25,30,58,66,84,72,55
2022-01-11,5,15,22,24,33,38,71,47,45
2022-01-13,6,10,34,56,66,78,87,52,29
2022-01-15,7,6,19,48,51,73,89,32,40
2022-01-18,8,33,34,43,46,49,66,87,78
2022-01-20,9,32,33,37,53,77,79,76,61
2022-01-22,10,5,13,27,37,50,59,76,47
2022-01-25,11,4,13,16,21,23,50,63,79
2022-01-27,12,30,53,63,74,83,88,44,27
2022-01-29,13,1,23,63,79,82,89,68,52
2022-02-01,14,5,10,29,31,47,58,34,44
2022-02-03,15,21,26,28,35,65,77,46,60
2022-02-05,16,30,39,48,55,76,81,82,11
2022-02-08,17,36,38,57,62,64,81,68,28
2022-02-10,18,25,35,51,52,58,59,82,71
2022-02-12,19,22,27,14,68,47,77,44,45
2022-02-15,20,1,60,44,49,74,9,70,38
2022-02-17,21,77,48,67,87,85,36,38,74
2022-02-19,22,13,81,74,9,15,65,66,24
2022-02-22,23,64,15,74,9,59,29,22,16
2022-02-24,24,16,52,73,69,38,28,17,47
2022-02-26,25,87,24,38,6,84,52,4,81
2022-03-01,26,81,83,44,79,60,15,64,64
2022-03-03,27,80,31,43,40,47,33,2,21
2022-03-05,28,66,3,58,80,9,68,35,77
2022-03-08,29,16,31,15,21,80,3,24,70
2022-03-10,30,34,39,18,66,47,52,22,69
2022-03-12,31,24,32,56,41,80,76,10,11
2022-03-15,32,86,75,22,53,65,8,55,44
2022-03-17,33,14,86,55,54,52,53,34,29
2022-03-19,34,67,41,73,61,20,83,4,83
2022-03-22,35,68,88,27,74,49,30,64,11
2022-03-24,36,48,62,15,37,77,35,28,50
2022-03-26,37,74,81,89,22,38,84,72,45
2022-03-29,38,48,32,72,9,55,68,36,68
2022-03-31,39,74,59,43,64,15,51,11,39
2022-04-02,40,65,45,24,54,35,68,7,9
2022-04-05,41,5,21,48,63,83,86,30,70
2022-04-07,42,11,20,42,43,51,86,71,87
2022-04-09,43,2,22,27,42,52,89,36,19
2022-04-12,44,15,27,32,51,74,77,44,22
2022-04-14,45,5,8,22,38,50,55,12,89
2022-04-16,46,7,21,25,69,76,77,70,74
2022-04-19,47,32,41,63,71,76,89,1,24
2022-04-21,48,17,32,46,49,77,88,48,19
2022-04-23,49,6,18,23,33,57,71,65,32
2022-04-26,50,20,44,62,64,67,78,79,40
2022-04-28,51,24,61,65,67,71,90,14,74
2022-04-30,52,22,25,34,52,72,85,14,71
2022-05-03,53,13,24,44,47,66,80,46,81
2022-05-05,54,25,31,37,38,77,82,43,8
2022-05-07,55,29,41,43,46,51,81,48,39
2022-05-10,56,25,37,47,55,73,81,67,5
2022-05-12,57,21,26,28,54,80,85,4,37
2022-05-14,58,13,19,39,42,73,83,60,11
2022-05-17,59,26,29,32,48,65,79,53,61
2022-05-19,60,2,9,13,39,40,89,6,43
2022-05-21,61,2,20,25,67,78,80,71,28
2022-05-24,62,22,24,25,32,46,73,29,62
2022-05-26,63,10,14,17,32,45,87,18,70
2022-05-28,64,27,42,55,65,84,90,53,64
2022-05-31,65,21,34,35,48,63,82,17,14
2022-06-04,66,2,35,41,43,65,71,12,50
2022-06-06,67,8,22,31,53,59,86,75,74
2022-06-07,68,21,31,49,69,77,90,40,22
2022-06-09,69,4,12,20,32,56,88,25,78
2022-06-11,70,5,8,18,28,33,59,9,83
2022-06-14,71,7,34,48,50,53,67,52,52
2022-06-16,72,31,54,56,60,66,82,29,13
2022-06-18,73,2,12,16,27,74,78,58,65
2022-06-21,74,12,16,32,46,60,83,54,52
2022-06-23,75,34,37,52,55,56,66,79,16
2022-06-25,76,4,30,42,46,58,89,29,88
2022-06-28,77,19,32,36,55,71,81,48,64
2022-06-30,78,6,9,12,16,32,79,26,40
2022-07-02,79,1,5,25,34,38,66,51,21
2022-07-05,80,16,17,49,66,82,86,1,67
2022-07-07,81,17,24,25,35,66,73,54,1
2022-07-09,82,28,31,41,51,70,83,80,24
